118267,0.3804213135068153
118269,0.3152354570637117
118273,0.41403379867744317
118278,0.5041575492341357
118494,0.38352604481260943
118510,0.3117159253504007
118527,0.3443097227188505
118533,0.39611129289793046
118537,0.18321277778455447
118539,0.3544479158032907
118559,0.3477868429690065
118588,0.46302086309164836
118675,0.4169742131120566
118762,0.5879477121575216
118868,0.4134045077105575
118979,0.4191824090384497
119333,0.3388683886838866
119436,0.4183707473719289
119517,0.12952433949482223
119556,0.553089686455515
119711,0.4147941021398833
120465,0.3952158086323452
120468,0.47165886635465415
130861,0.14218114602587795
134923,0.1507478808516869
